level,hour_bucket,n,p_beyond,p_behind,p_last,p_ambig,avg_min_to_beyond,med_min_to_beyond,avg_min_to_behind,med_min_to_behind
-0.786,10:00-11:00,203,0.4827586206896552,0.5123152709359606,0.0,0.0049261083743842365,34.5,19.5,36.69230769230769,19.5
-0.786,11:00-12:00,133,0.48120300751879697,0.49624060150375937,0.007518796992481203,0.015037593984962405,39.375,22.5,29.863636363636363,21.0
-0.786,12:00-13:00,77,0.45454545454545453,0.5194805194805194,0.025974025974025976,0.0,42.68571428571428,18.0,34.425,31.5
-0.786,13:00-14:00,75,0.41333333333333333,0.5333333333333333,0.05333333333333334,0.0,39.29032258064516,24.0,34.5,22.5
-0.786,14:00-15:00,82,0.45121951219512196,0.45121951219512196,0.07317073170731707,0.024390243902439025,27.0,21.0,21.56756756756757,18.0
-0.786,15:00-16:00,117,0.3076923076923077,0.3247863247863248,0.36752136752136755,0.0,16.666666666666668,13.5,13.105263157894736,10.5
-0.618,09:30-10:00,509,0.25736738703339884,0.555992141453831,0.0,0.18664047151277013,9.938931297709924,6.0,6.169611307420495,0.0
-0.618,10:00-11:00,276,0.34782608695652173,0.6521739130434783,0.0,0.0,17.40625,9.0,13.633333333333333,4.5
-0.618,11:00-12:00,143,0.4125874125874126,0.5734265734265734,0.0,0.013986013986013986,25.06779661016949,12.0,23.341463414634145,12.0
-0.618,12:00-13:00,93,0.3978494623655914,0.5806451612903226,0.0,0.021505376344086023,33.648648648648646,27.0,23.055555555555557,18.0
-0.618,13:00-14:00,91,0.4175824175824176,0.5604395604395604,0.0,0.02197802197802198,26.842105263157894,21.0,16.647058823529413,9.0
-0.618,14:00-15:00,106,0.2830188679245283,0.6792452830188679,0.0,0.03773584905660377,19.3,13.5,14.916666666666666,6.0
-0.618,15:00-16:00,127,0.28346456692913385,0.47244094488188976,0.2283464566929134,0.015748031496062992,13.5,9.0,8.8,4.5
-0.50,09:30-10:00,683,0.26207906295754024,0.48755490483162517,0.0,0.25036603221083453,7.089385474860335,3.0,4.252252252252252,0.0
-0.50,10:00-11:00,321,0.3956386292834891,0.5856697819314641,0.0,0.018691588785046728,12.637795275590552,6.0,10.24468085106383,6.0
-0.50,11:00-12:00,145,0.4413793103448276,0.5448275862068965,0.0,0.013793103448275862,17.671875,9.0,16.063291139240505,9.0
-0.50,12:00-13:00,110,0.42727272727272725,0.5454545454545454,0.00909090909090909,0.01818181818181818,13.595744680851064,9.0,23.3,18.0
-0.50,13:00-14:00,98,0.5,0.5,0.0,0.0,18.979591836734695,12.0,25.53061224489796,15.0
-0.50,14:00-15:00,103,0.3786407766990291,0.5339805825242718,0.0,0.08737864077669903,14.076923076923077,9.0,10.909090909090908,3.0
-0.50,15:00-16:00,134,0.40298507462686567,0.3880597014925373,0.19402985074626866,0.014925373134328358,9.444444444444445,9.0,6.576923076923077,3.0
-0.382,09:30-10:00,933,0.3386923901393355,0.42015005359056806,0.0,0.24115755627009647,8.420886075949367,3.0,10.637755102040817,3.0
-0.382,10:00-11:00,367,0.46866485013623976,0.5068119891008175,0.0,0.02452316076294278,14.581395348837209,7.5,16.887096774193548,9.0
-0.382,11:00-12:00,192,0.5260416666666666,0.4739583333333333,0.0,0.0,27.178217821782177,12.0,24.923076923076923,18.0
-0.382,12:00-13:00,109,0.47706422018348627,0.5045871559633027,0.0,0.01834862385321101,21.807692307692307,10.5,40.74545454545454,30.0
-0.382,13:00-14:00,101,0.39603960396039606,0.5643564356435643,0.0,0.039603960396039604,19.425,15.0,26.105263157894736,21.0
-0.382,14:00-15:00,119,0.47058823529411764,0.4957983193277311,0.025210084033613446,0.008403361344537815,14.25,7.5,21.25423728813559,12.0
-0.382,15:00-16:00,118,0.4830508474576271,0.2711864406779661,0.23728813559322035,0.00847457627118644,11.105263157894736,9.0,11.34375,6.0
-0.236,09:30-10:00,1231,0.6929325751421609,0.2778229082047116,0.007311129163281885,0.021933387489845652,15.910902696365769,3.0,47.55263157894737,27.0
-0.236,10:00-11:00,415,0.6168674698795181,0.3566265060240964,0.021686746987951807,0.004819277108433735,36.0,15.0,48.527027027027025,33.0
