tf,side,entry,exit,stop,htf,tod,n_trades,win_rate,avg_r_gross,avg_r_net,total_r_net,pf_net,t_stat,pos_years_pct,r_2008_2019,r_2020_2026
3m,short,pullback,be_after_1r,atr_1.5,10m_ribbon,1400-1530,3588,30.5,-0.0033,-0.1125,-403.6,0.763,-5.78,16.0,-378.6,-25.0
3m,short,two_consec,cbc_after_1r,candle_low,none,all,25413,34.7,-0.0766,-0.2616,-6648.2,0.644,-28.76,0.0,-5173.7,-1474.5
3m,short,two_consec,cbc_after_1r,candle_low,none,0930-1100,5991,34.9,-0.0958,-0.2483,-1487.7,0.656,-13.79,0.0,-1104.0,-383.7
3m,short,two_consec,cbc_after_1r,candle_low,none,1100-1400,11597,34.8,-0.0722,-0.2715,-3148.5,0.636,-20.03,0.0,-2504.0,-644.6
3m,short,two_consec,cbc_after_1r,candle_low,none,1400-1530,6043,34.2,-0.0764,-0.2694,-1627.9,0.638,-14.21,5.0,-1282.0,-345.9
3m,short,two_consec,cbc_after_1r,candle_low,10m_ribbon,all,16566,35.3,-0.0619,-0.2367,-3920.9,0.673,-20.46,0.0,-2943.6,-977.3
3m,short,two_consec,cbc_after_1r,candle_low,10m_ribbon,0930-1100,4316,34.9,-0.0828,-0.2349,-1013.9,0.673,-10.86,0.0,-730.1,-283.8
3m,short,two_consec,cbc_after_1r,candle_low,10m_ribbon,1100-1400,7400,35.3,-0.0684,-0.2555,-1890.8,0.651,-15.11,5.0,-1420.5,-470.3
3m,short,two_consec,cbc_after_1r,candle_low,10m_ribbon,1400-1530,3809,35.2,-0.0522,-0.2328,-886.9,0.681,-9.14,0.0,-719.5,-167.4
3m,short,two_consec,cbc_after_1r,atr_1.0,none,all,24872,38.1,-0.0557,-0.2167,-5388.5,0.688,-25.4,5.0,-4589.7,-798.9
3m,short,two_consec,cbc_after_1r,atr_1.0,none,0930-1100,5742,39.2,-0.0678,-0.19,-1090.9,0.717,-11.16,5.0,-935.8,-155.1
3m,short,two_consec,cbc_after_1r,atr_1.0,none,1100-1400,11114,39.0,-0.0488,-0.2158,-2397.9,0.689,-17.08,5.0,-2036.6,-361.3
3m,short,two_consec,cbc_after_1r,atr_1.0,none,1400-1530,6194,36.1,-0.0677,-0.2506,-1552.0,0.652,-14.14,11.0,-1314.3,-237.7
3m,short,two_consec,cbc_after_1r,atr_1.0,10m_ribbon,all,15913,39.2,-0.0437,-0.1881,-2993.3,0.721,-17.86,0.0,-2415.3,-578.1
3m,short,two_consec,cbc_after_1r,atr_1.0,10m_ribbon,0930-1100,4082,39.1,-0.0682,-0.1843,-752.4,0.724,-9.23,5.0,-607.5,-144.9
3m,short,two_consec,cbc_after_1r,atr_1.0,10m_ribbon,1100-1400,6972,39.7,-0.0451,-0.1961,-1367.4,0.71,-12.56,0.0,-1051.3,-316.1
3m,short,two_consec,cbc_after_1r,atr_1.0,10m_ribbon,1400-1530,3793,38.3,-0.0415,-0.2022,-766.8,0.707,-8.88,11.0,-668.7,-98.2
3m,short,two_consec,cbc_after_1r,atr_1.5,none,all,19202,42.3,-0.0467,-0.154,-2957.1,0.754,-17.78,5.0,-2512.6,-444.6
3m,short,two_consec,cbc_after_1r,atr_1.5,none,0930-1100,4720,42.3,-0.0582,-0.1406,-663.4,0.774,-8.2,16.0,-587.6,-75.8
3m,short,two_consec,cbc_after_1r,atr_1.5,none,1100-1400,8144,43.0,-0.0368,-0.148,-1205.6,0.766,-11.05,5.0,-1017.9,-187.7
3m,short,two_consec,cbc_after_1r,atr_1.5,none,1400-1530,4870,41.5,-0.0603,-0.1823,-887.9,0.716,-10.41,11.0,-738.7,-149.2
3m,short,two_consec,cbc_after_1r,atr_1.5,10m_ribbon,all,12241,43.0,-0.0423,-0.1385,-1695.4,0.775,-12.91,0.0,-1354.5,-340.9
3m,short,two_consec,cbc_after_1r,atr_1.5,10m_ribbon,0930-1100,3365,42.0,-0.0714,-0.1492,-502.2,0.76,-7.48,5.0,-390.2,-112.0
3m,short,two_consec,cbc_after_1r,atr_1.5,10m_ribbon,1100-1400,5038,43.3,-0.0408,-0.1415,-712.8,0.773,-8.5,0.0,-568.7,-144.1
3m,short,two_consec,cbc_after_1r,atr_1.5,10m_ribbon,1400-1530,2992,42.7,-0.0344,-0.1417,-424.0,0.773,-6.22,21.0,-369.9,-54.1
3m,short,two_consec,close_against,candle_low,none,all,26061,26.0,-0.0575,-0.2451,-6387.4,0.656,-22.36,0.0,-5108.4,-1278.9
3m,short,two_consec,close_against,candle_low,none,0930-1100,6102,26.9,-0.0805,-0.2342,-1429.3,0.656,-11.45,0.0,-1107.4,-322.0
3m,short,two_consec,close_against,candle_low,none,1100-1400,11970,25.5,-0.0579,-0.2601,-3113.8,0.639,-16.56,0.0,-2484.5,-629.3
3m,short,two_consec,close_against,candle_low,none,1400-1530,6176,25.3,-0.0417,-0.2378,-1468.8,0.673,-9.16,16.0,-1240.0,-228.8
3m,short,two_consec,close_against,candle_low,10m_ribbon,all,16842,26.5,-0.0445,-0.2216,-3732.4,0.687,-15.64,5.0,-2897.8,-834.6
3m,short,two_consec,close_against,candle_low,10m_ribbon,0930-1100,4382,26.9,-0.076,-0.2293,-1004.9,0.667,-9.51,0.0,-767.1,-237.8
3m,short,two_consec,close_against,candle_low,10m_ribbon,1100-1400,7610,25.6,-0.0661,-0.2563,-1950.2,0.642,-13.14,0.0,-1435.7,-514.5
3m,short,two_consec,close_against,candle_low,10m_ribbon,1400-1530,3809,26.7,0.0034,-0.1792,-682.6,0.75,-4.81,16.0,-653.2,-29.4
3m,short,two_consec,close_against,atr_1.0,none,all,25043,28.6,-0.0447,-0.2051,-5135.3,0.678,-22.67,5.0,-4349.5,-785.8
3m,short,two_consec,close_against,atr_1.0,none,0930-1100,5855,30.0,-0.0564,-0.1779,-1041.3,0.697,-10.31,5.0,-896.4,-145.0
3m,short,two_consec,close_against,atr_1.0,none,1100-1400,11382,28.5,-0.0429,-0.2093,-2382.6,0.663,-16.02,0.0,-1944.4,-438.2
3m,short,two_consec,close_against,atr_1.0,none,1400-1530,6040,26.8,-0.0508,-0.2339,-1413.0,0.663,-11.6,16.0,-1252.1,-160.9
3m,short,two_consec,close_against,atr_1.0,10m_ribbon,all,16058,29.6,-0.0315,-0.1755,-2818.7,0.714,-15.75,0.0,-2287.3,-531.5
3m,short,two_consec,close_against,atr_1.0,10m_ribbon,0930-1100,4177,30.3,-0.0545,-0.1703,-711.4,0.705,-8.54,5.0,-598.1,-113.3
3m,short,two_consec,close_against,atr_1.0,10m_ribbon,1100-1400,7189,29.1,-0.0447,-0.1957,-1407.2,0.676,-12.25,0.0,-1041.8,-365.4
3m,short,two_consec,close_against,atr_1.0,10m_ribbon,1400-1530,3688,28.8,-0.0084,-0.1689,-622.7,0.746,-6.4,16.0,-602.5,-20.3
3m,short,two_consec,close_against,atr_1.5,none,all,23899,31.0,-0.0352,-0.1418,-3388.0,0.688,-21.3,5.0,-2829.0,-559.0
3m,short,two_consec,close_against,atr_1.5,none,0930-1100,5598,32.4,-0.0413,-0.1223,-684.9,0.708,-9.7,0.0,-584.3,-100.6
3m,short,two_consec,close_against,atr_1.5,none,1100-1400,10916,30.4,-0.0335,-0.1442,-1573.9,0.672,-15.2,0.0,-1266.0,-307.9
3m,short,two_consec,close_against,atr_1.5,none,1400-1530,5709,29.7,-0.0401,-0.1617,-923.4,0.68,-10.67,16.0,-800.0,-123.4
3m,short,two_consec,close_against,atr_1.5,10m_ribbon,all,15364,31.9,-0.0298,-0.1257,-1930.9,0.715,-15.37,0.0,-1553.7,-377.2
3m,short,two_consec,close_against,atr_1.5,10m_ribbon,0930-1100,4005,32.5,-0.0441,-0.1212,-485.6,0.708,-8.3,0.0,-399.8,-85.7
3m,short,two_consec,close_against,atr_1.5,10m_ribbon,1100-1400,6911,30.9,-0.0393,-0.1398,-966.2,0.675,-12.08,0.0,-719.8,-246.4
3m,short,two_consec,close_against,atr_1.5,10m_ribbon,1400-1530,3486,31.6,-0.0115,-0.1182,-412.1,0.755,-5.99,16.0,-397.6,-14.6
3m,short,two_consec,be_after_1r,candle_low,none,all,26537,22.7,-0.0508,-0.2384,-6326.5,0.639,-23.04,0.0,-5052.6,-1273.8
3m,short,two_consec,be_after_1r,candle_low,none,0930-1100,6182,23.7,-0.0797,-0.2334,-1442.9,0.633,-12.18,0.0,-1122.1,-320.8
3m,short,two_consec,be_after_1r,candle_low,none,1100-1400,12195,22.3,-0.048,-0.2503,-3052.3,0.625,-16.8,0.0,-2429.0,-623.3
3m,short,two_consec,be_after_1r,candle_low,none,1400-1530,6310,21.7,-0.0391,-0.2351,-1483.5,0.65,-9.68,16.0,-1226.0,-257.5
3m,short,two_consec,be_after_1r,candle_low,10m_ribbon,all,17167,23.1,-0.0431,-0.2203,-3781.8,0.664,-16.58,0.0,-2907.8,-873.9
3m,short,two_consec,be_after_1r,candle_low,10m_ribbon,0930-1100,4437,23.5,-0.0783,-0.2314,-1026.5,0.639,-10.35,0.0,-771.2,-255.3
3m,short,two_consec,be_after_1r,candle_low,10m_ribbon,1100-1400,7765,22.2,-0.0605,-0.2507,-1947.0,0.622,-13.65,0.0,-1443.0,-504.1
3m,short,two_consec,be_after_1r,candle_low,10m_ribbon,1400-1530,3905,22.8,-0.0011,-0.1838,-717.7,0.722,-5.29,16.0,-648.9,-68.8
3m,short,two_consec,be_after_1r,atr_1.0,none,all,25330,25.7,-0.0447,-0.2053,-5200.4,0.665,-23.32,5.0,-4380.9,-819.5
3m,short,two_consec,be_after_1r,atr_1.0,none,0930-1100,5891,27.7,-0.0559,-0.1774,-1045.1,0.691,-10.43,5.0,-898.7,-146.3
3m,short,two_consec,be_after_1r,atr_1.0,none,1100-1400,11487,26.0,-0.0406,-0.2074,-2382.0,0.655,-16.24,0.0,-1937.3,-444.7
3m,short,two_consec,be_after_1r,atr_1.0,none,1400-1530,6143,23.1,-0.0536,-0.237,-1455.8,0.641,-12.23,16.0,-1267.7,-188.1
3m,short,two_consec,be_after_1r,atr_1.0,10m_ribbon,all,16238,26.7,-0.0335,-0.1778,-2887.3,0.7,-16.4,0.0,-2319.8,-567.6
3m,short,two_consec,be_after_1r,atr_1.0,10m_ribbon,0930-1100,4202,28.0,-0.0549,-0.1707,-717.1,0.698,-8.68,5.0,-600.1,-117.0
3m,short,two_consec,be_after_1r,atr_1.0,10m_ribbon,1100-1400,7257,26.5,-0.0468,-0.1982,-1438.5,0.663,-12.74,0.0,-1057.4,-381.1
3m,short,two_consec,be_after_1r,atr_1.0,10m_ribbon,1400-1530,3748,25.0,-0.0133,-0.1742,-652.9,0.722,-6.88,16.0,-612.4,-40.5
3m,short,two_consec,be_after_1r,atr_1.5,none,all,23953,30.0,-0.036,-0.1427,-3418.2,0.683,-21.6,5.0,-2858.6,-559.6
3m,short,two_consec,be_after_1r,atr_1.5,none,0930-1100,5602,31.8,-0.0415,-0.1225,-686.5,0.706,-9.73,0.0,-585.3,-101.1
3m,short,two_consec,be_after_1r,atr_1.5,none,1100-1400,10927,29.7,-0.0324,-0.1432,-1564.2,0.671,-15.19,0.0,-1254.7,-309.6
3m,short,two_consec,be_after_1r,atr_1.5,none,1400-1530,5735,27.9,-0.0434,-0.1652,-947.4,0.669,-11.01,16.0,-827.9,-119.5
3m,short,two_consec,be_after_1r,atr_1.5,10m_ribbon,all,15395,30.9,-0.0309,-0.1268,-1952.2,0.71,-15.62,0.0,-1571.4,-380.8
3m,short,two_consec,be_after_1r,atr_1.5,10m_ribbon,0930-1100,4007,31.8,-0.0446,-0.1217,-487.8,0.705,-8.35,0.0,-402.2,-85.6
3m,short,two_consec,be_after_1r,atr_1.5,10m_ribbon,1100-1400,6916,30.2,-0.0391,-0.1397,-966.4,0.673,-12.17,0.0,-716.6,-249.9
3m,short,two_consec,be_after_1r,atr_1.5,10m_ribbon,1400-1530,3503,29.9,-0.0139,-0.1207,-422.7,0.747,-6.16,16.0,-414.5,-8.2
10m,long,confirm,cbc_after_1r,candle_low,none,all,8870,40.7,-0.0225,-0.1369,-1214.0,0.782,-9.8,5.0,-1068.5,-145.5
10m,long,confirm,cbc_after_1r,candle_low,none,0930-1100,2070,43.3,0.0159,-0.0763,-157.9,0.874,-2.63,21.0,-160.2,2.3
10m,long,confirm,cbc_after_1r,candle_low,none,1100-1400,4186,40.6,-0.0317,-0.1535,-642.6,0.762,-7.53,5.0,-552.6,-90.0
10m,long,confirm,cbc_after_1r,candle_low,none,1400-1530,2345,39.1,-0.0412,-0.1617,-379.1,0.741,-5.94,11.0,-327.0,-52.1
10m,long,confirm,cbc_after_1r,atr_1.0,none,all,8093,44.0,0.0107,-0.0836,-676.6,0.858,-6.15,21.0,-680.6,4.1
10m,long,confirm,cbc_after_1r,atr_1.0,none,0930-1100,2041,46.6,0.0617,-0.0208,-42.4,0.963,-0.77,32.0,-64.9,22.6
10m,long,confirm,cbc_after_1r,atr_1.0,none,1100-1400,3695,44.4,-0.0033,-0.0961,-354.9,0.838,-4.83,21.0,-349.7,-5.2
10m,long,confirm,cbc_after_1r,atr_1.0,none,1400-1530,2113,41.3,-0.0162,-0.1221,-258.1,0.796,-4.51,21.0,-231.4,-26.7
10m,long,confirm,cbc_after_1r,atr_1.5,none,all,6169,47.7,0.0325,-0.0286,-176.3,0.942,-2.11,32.0,-198.3,21.9
10m,long,confirm,cbc_after_1r,atr_1.5,none,0930-1100,1998,49.1,0.047,-0.0078,-15.7,0.985,-0.32,47.0,-22.8,7.2
10m,long,confirm,cbc_after_1r,atr_1.5,none,1100-1400,2601,47.4,0.0171,-0.0446,-116.0,0.913,-2.13,37.0,-106.0,-10.0
10m,long,confirm,cbc_after_1r,atr_1.5,none,1400-1530,1411,46.8,0.0432,-0.0245,-34.5,0.946,-0.88,47.0,-52.4,17.9
10m,long,confirm,close_against,candle_low,none,all,9473,32.6,0.007,-0.1091,-1033.3,0.808,-7.47,16.0,-1000.5,-32.8
10m,long,confirm,close_against,candle_low,none,0930-1100,2090,34.7,0.0545,-0.0377,-78.7,0.925,-1.24,32.0,-116.5,37.8
10m,long,confirm,close_against,candle_low,none,1100-1400,4549,32.1,0.0005,-0.123,-559.5,0.787,-5.78,16.0,-524.4,-35.1
10m,long,confirm,close_against,candle_low,none,1400-1530,2547,31.1,-0.0153,-0.1378,-350.9,0.771,-4.81,11.0,-332.3,-18.7
10m,long,confirm,close_against,atr_1.0,none,all,9076,35.2,0.0185,-0.0765,-694.6,0.842,-6.22,11.0,-730.1,35.5
10m,long,confirm,close_against,atr_1.0,none,0930-1100,2066,37.4,0.0649,-0.0173,-35.8,0.962,-0.66,37.0,-62.1,26.4
10m,long,confirm,close_against,atr_1.0,none,1100-1400,4294,34.8,0.0003,-0.0921,-395.3,0.8,-5.55,16.0,-387.2,-8.1
10m,long,confirm,close_against,atr_1.0,none,1400-1530,2444,33.3,0.0086,-0.0994,-243.0,0.819,-3.81,21.0,-261.3,18.3
10m,long,confirm,close_against,atr_1.5,none,all,8794,37.0,0.0117,-0.0514,-452.2,0.848,-5.82,16.0,-469.1,16.9
10m,long,confirm,close_against,atr_1.5,none,0930-1100,2038,39.0,0.0308,-0.024,-49.0,0.927,-1.29,37.0,-56.7,7.7
10m,long,confirm,close_against,atr_1.5,none,1100-1400,4168,36.1,0.0028,-0.0589,-245.4,0.814,-4.99,21.0,-250.8,5.4
10m,long,confirm,close_against,atr_1.5,none,1400-1530,2338,36.1,0.0131,-0.0587,-137.1,0.846,-3.09,11.0,-143.1,6.0
10m,long,confirm,be_after_1r,candle_low,none,all,9564,29.8,0.0061,-0.1102,-1054.3,0.796,-7.81,16.0,-1023.0,-31.3
10m,long,confirm,be_after_1r,candle_low,none,0930-1100,2092,32.7,0.0515,-0.0407,-85.1,0.917,-1.36,37.0,-121.8,36.7
10m,long,confirm,be_after_1r,candle_low,none,1100-1400,4597,29.2,0.001,-0.1225,-563.1,0.777,-5.95,16.0,-531.8,-31.3
10m,long,confirm,be_after_1r,candle_low,none,1400-1530,2582,27.8,-0.0167,-0.1395,-360.3,0.753,-5.12,11.0,-343.0,-17.3
10m,long,confirm,be_after_1r,atr_1.0,none,all,9103,33.4,0.019,-0.076,-692.0,0.84,-6.25,16.0,-734.0,41.9
10m,long,confirm,be_after_1r,atr_1.0,none,0930-1100,2066,36.1,0.0657,-0.0166,-34.2,0.963,-0.64,37.0,-57.6,23.4
10m,long,confirm,be_after_1r,atr_1.0,none,1100-1400,4306,33.3,-0.0003,-0.0928,-399.5,0.795,-5.66,16.0,-390.1,-9.4
10m,long,confirm,be_after_1r,atr_1.0,none,1400-1530,2454,30.5,0.0138,-0.0942,-231.2,0.821,-3.66,21.0,-261.1,29.9
10m,long,confirm,be_after_1r,atr_1.5,none,all,8799,36.5,0.0117,-0.0515,-453.1,0.847,-5.85,16.0,-465.8,12.7
10m,long,confirm,be_after_1r,atr_1.5,none,0930-1100,2038,38.7,0.0307,-0.0241,-49.2,0.926,-1.3,37.0,-53.9,4.7
10m,long,confirm,be_after_1r,atr_1.5,none,1100-1400,4171,35.8,0.0029,-0.0587,-245.0,0.813,-4.99,21.0,-248.2,3.2
10m,long,confirm,be_after_1r,atr_1.5,none,1400-1530,2339,35.3,0.0131,-0.0586,-137.2,0.845,-3.09,21.0,-144.1,6.9
10m,long,pullback,cbc_after_1r,candle_low,none,all,7354,40.7,-0.0208,-0.1373,-1009.7,0.78,-8.96,5.0,-881.2,-128.5
10m,long,pullback,cbc_after_1r,candle_low,none,0930-1100,1244,41.5,-0.0199,-0.1094,-136.1,0.825,-2.87,21.0,-123.1,-13.0
10m,long,pullback,cbc_after_1r,candle_low,none,1100-1400,3696,41.5,-0.0114,-0.1333,-492.7,0.79,-6.15,11.0,-453.2,-39.5
10m,long,pullback,cbc_after_1r,candle_low,none,1400-1530,2161,39.0,-0.0417,-0.1645,-355.5,0.736,-5.86,21.0,-282.8,-72.7
10m,long,pullback,cbc_after_1r,atr_1.0,none,all,6789,43.4,0.0056,-0.0917,-622.9,0.846,-6.16,16.0,-602.1,-20.7
10m,long,pullback,cbc_after_1r,atr_1.0,none,0930-1100,1247,43.2,0.0206,-0.0649,-80.9,0.893,-1.81,32.0,-83.7,2.7
10m,long,pullback,cbc_after_1r,atr_1.0,none,1100-1400,3336,44.7,0.0032,-0.0903,-301.1,0.847,-4.37,16.0,-289.0,-12.2
10m,long,pullback,cbc_after_1r,atr_1.0,none,1400-1530,1972,41.5,-0.0065,-0.1159,-228.5,0.806,-4.1,26.0,-200.1,-28.3
10m,long,pullback,cbc_after_1r,atr_1.5,none,all,5379,46.7,0.0228,-0.0405,-217.6,0.919,-2.78,32.0,-221.8,4.2
10m,long,pullback,cbc_after_1r,atr_1.5,none,0930-1100,1219,45.8,-0.0061,-0.0629,-76.7,0.886,-1.98,26.0,-64.2,-12.4
10m,long,pullback,cbc_after_1r,atr_1.5,none,1100-1400,2623,48.0,0.031,-0.0313,-82.0,0.938,-1.5,32.0,-89.5,7.6
10m,long,pullback,cbc_after_1r,atr_1.5,none,1400-1530,1384,45.4,0.0289,-0.0411,-56.9,0.911,-1.46,42.0,-55.6,-1.3
10m,long,pullback,close_against,candle_low,none,all,8088,32.3,0.0066,-0.1116,-903.0,0.805,-7.09,11.0,-865.2,-37.8
10m,long,pullback,close_against,candle_low,none,0930-1100,1257,33.1,0.0248,-0.0647,-81.4,0.875,-1.7,32.0,-95.6,14.2
10m,long,pullback,close_against,candle_low,none,1100-1400,4139,32.3,0.0092,-0.1142,-472.6,0.8,-5.15,16.0,-443.2,-29.5
10m,long,pullback,close_against,candle_low,none,1400-1530,2417,31.3,-0.0043,-0.1285,-310.6,0.786,-4.32,11.0,-301.1,-9.5
10m,long,pullback,close_against,atr_1.0,none,all,7777,34.9,0.0183,-0.0796,-619.4,0.839,-5.9,16.0,-650.3,30.9
10m,long,pullback,close_against,atr_1.0,none,0930-1100,1257,34.7,0.0321,-0.0532,-66.9,0.894,-1.5,32.0,-78.0,11.1
10m,long,pullback,close_against,atr_1.0,none,1100-1400,3935,35.3,0.0121,-0.0814,-320.3,0.822,-4.68,21.0,-313.0,-7.3
10m,long,pullback,close_against,atr_1.0,none,1400-1530,2321,33.4,0.0184,-0.0918,-213.0,0.833,-3.39,21.0,-238.7,25.7
10m,long,pullback,close_against,atr_1.5,none,all,7537,36.8,0.0113,-0.0538,-405.6,0.844,-5.55,21.0,-416.6,11.1
10m,long,pullback,close_against,atr_1.5,none,0930-1100,1238,36.7,0.0098,-0.0471,-58.4,0.87,-1.85,32.0,-59.3,0.9
